Gateway 0 Arrival Rate	Analytical Avg Gateway App Processing Efficiency of 0	Simulation Avg Gateway App Processing Efficiency of 0	Analytical Avg Gateway App Processing Efficiency of 1	Simulation Avg Gateway App Processing Efficiency of 1	Analytical Avg Gateway App Processing Efficiency of 2	Simulation Avg Gateway App Processing Efficiency of 2	Analytical Avg Gateway App Processing Efficiency of Cloud	Simulation Avg Gateway App Processing Efficiency of Cloud
750.0	0.9999976741037018	0.9954695000000001	0.8724073294267556	0.8266120000000001	0.34840364917471534	0.34126025000000004	0.0019848040812576414	0.0018514499999999988
800.0	0.9999992847437511	0.9950734999999999	0.9143052426983047	0.8861710000000003	0.36246109484079553	0.3489845	0.002268343114251784	0.002028299999999998
850.0	0.9999997653421878	0.9952655	0.9469706204015915	0.9175185000000001	0.37651866759250185	0.36557375	0.0025518847105662035	0.0022992499999999983
900.0	0.9999999183548246	0.9957804999999998	0.9695830769760909	0.9523955000000001	0.3905762771848395	0.38287775	0.0028354270499570855	0.0026964000000000007
950.0	0.9999999700352546	0.995654	0.9835646988430251	0.9711225000000001	0.40463389817309986	0.39896000000000004	0.0031189696192040167	0.0031770500000000007
1000.0	0.9999999884551278	0.9957744999999999	0.9914638185088248	0.9721869999999999	0.41869152290187583	0.40807525	0.003402512263897249	0.003310850000000003
1050.0	0.9999999953503963	0.9950065	0.9956592479817137	0.9851380000000001	0.4327491489267193	0.42338675000000003	0.00368605493473222	0.0035763500000000046
1100.0	0.9999999980499186	0.995861	0.9978083443008102	0.9895465	0.4468067754234166	0.43990975	0.003969597615084576	0.003981550000000004
1150.0	0.9999999991511165	0.995956	0.9988907130470214	0.9892059999999999	0.46086440209985025	0.4579025	0.004253140299062478	0.004008400000000004
1200.0	0.999999999617604	0.995796	0.9994337297244856	0.991058	0.47492202884762363	0.46278975000000006	0.004536682984480119	0.004607050000000004
1250.0	0.9999999998222122	0.995681	0.9997073807649421	0.9905395	0.48897965562472656	0.47045049999999994	0.004820225670491793	0.004587250000000004
1300.0	0.9999999999148879	0.995922	0.999846615629526	0.9911305	0.503037282414064	0.49622475	0.005103768356757368	0.004904750000000005
1350.0	0.9999999999581339	0.9958929999999999	0.9999183573082612	0.992975	0.517094909207965	0.5026619999999999	0.0053873110431350655	0.0052846500000000044
1400.0	0.9999999999788796	0.9959769999999999	0.9999558538737142	0.9936630000000001	0.5311525360016794	0.5367	0.005670853729563802	0.005855500000000004
1450.0	0.9999999999890923	0.995557	0.9999757498344473	0.9926389999999999	0.5452101627893763	0.5360989999999999	0.00595439641601643	0.005794150000000005
1500.0	0.999999999994241	0.995904	0.999986470419817	0.9925885000000001	0.5592677895590747	0.5505162499999999	0.006237939102480545	0.005802650000000005
1550.0	0.999999999996896	0.9959484999999999	0.9999923363206508	0.9935095	0.5733254162824382	0.5578595	0.006521481788950319	0.006439150000000005
1600.0	0.9999999999982947	0.995853	0.9999955947366413	0.993975	0.5873830428918483	0.58387775	0.006805024475422941	0.006545900000000005
1650.0	0.9999999999990457	0.995759	0.9999974315811908	0.99246	0.6014406692287892	0.5907905	0.007088567161897032	0.007038500000000003
1700.0	0.9999999999994567	0.9959719999999999	0.999998481943027	0.993913	0.6154982949297693	0.60939125	0.007372109848371894	0.007127600000000003
1750.0	0.9999999999996856	0.995884	0.9999990909125152	0.9923805	0.6295559191795955	0.612698	0.00765565253484717	0.007229900000000004
1800.0	0.9999999999998146	0.9960355	0.9999994486990929	0.9939199999999999	0.643613540189249	0.6402365000000001	0.007939195221322672	0.007901900000000003
1850.0	0.9999999999998902	0.9958294999999999	0.999999661613474	0.993914	0.6576711541142339	0.635013	0.008222737907798294	0.008017700000000004
1900.0	0.9999999999999335	0.9959775000000001	0.9999997898824627	0.9942235	0.6717287528600445	0.65937325	0.008506280594273991	0.008180600000000005
1950.0	0.9999999999999591	0.9958029999999999	0.9999998680745283	0.993362	0.6857863197199493	0.6774132500000001	0.008789823280749728	0.008568350000000004
2000.0	0.9999999999999748	0.9958495	0.9999999162830253	0.9934614999999999	0.6998438208775521	0.68348975	0.009073365967225485	0.008786100000000003
2050.0	0.9999999999999843	0.995881	0.9999999463304877	0.99406225	0.7139011891836273	0.7016425	0.009356908653701259	0.009158975000000003
2100.0	0.99999999999999	0.9958842499999999	0.9999999652551033	0.99426325	0.7279582938013615	0.715221125	0.009640451340177042	0.009535500000000004
2150.0	0.9999999999999934	0.9959555000000002	0.9999999772944147	0.9940072499999999	0.7420148845579905	0.7198407500000001	0.00992399402665283	0.009424200000000004
2200.0	0.9999999999999954	0.9959635	0.9999999850276332	0.9939614999999999	0.7560704920380947	0.73313225	0.010207536713128618	0.010073250000000004
2250.0	0.9999999999999977	0.9959010000000001	0.99999999004112	0.9943267500000001	0.7701242520758269	0.7551863750000001	0.010491079399604407	0.010164425000000006
2300.0	0.999999999999998	0.9958522500000001	0.9999999933204549	0.9943955000000001	0.7841746044428582	0.769598875	0.010774622086080201	0.010390075000000004
2350.0	0.9999999999999989	0.9959325	0.9999999954839227	0.9948152499999999	0.7982187882271997	0.778978125	0.011058164772555995	0.010580825000000006
2400.0	0.9999999999999991	0.9959582499999999	0.9999999969230332	0.9941922500000002	0.8122520195734616	0.784062875	0.01134170745903179	0.010623950000000004
2450.0	0.9999999999999998	0.9960180000000001	0.9999999978879376	0.99488725	0.8262661929422266	0.807322375	0.011625250145507582	0.010936250000000003
2500.0	0.9999999999999996	0.9959282500000001	0.999999998539857	0.9943062499999998	0.8402479034141483	0.8139130000000001	0.011908792831983376	0.011647550000000003
2550.0	0.9999999999999979	0.995897	0.9999999989835726	0.99479925	0.8541755662071818	0.8246458749999999	0.012192335518459175	0.011518025000000005
2600.0	0.9999999999999993	0.9959622499999998	0.9999999992877323	0.9951952499999999	0.8680154523795766	0.8426387500000001	0.012475878204934968	0.011792675000000002
2650.0	1.0	0.99598075	0.9999999994976628	0.99425575	0.8817166341503604	0.862640625	0.012759420891410762	0.012349649999999993
2700.0	0.9999999999999992	0.9959475000000001	0.9999999996435186	0.9945899999999999	0.8952052240371376	0.8751032499999999	0.01304296357788656	0.012398299999999998
2750.0	1.0	0.9959697500000001	0.9999999997455072	0.99461975	0.9083789590678614	0.884235125	0.013326506264362352	0.012866124999999983
2800.0	0.999999999999998	0.9959032500000001	0.9999999998172637	0.994868	0.9211040645034463	0.896781375	0.013610048950838149	0.012887174999999992
2850.0	0.9999999999999983	0.9959957500000002	0.9999999998680523	0.994728	0.9332171141104165	0.9094085	0.013893591637313941	0.013275324999999982
2900.0	0.9999999999999996	0.9958992500000001	0.9999999999042082	0.99457875	0.9445346399507711	0.9236287500000001	0.014177134323789732	0.013302324999999986
2950.0	0.9999999999999998	0.99597625	0.9999999999300916	0.9943362499999999	0.9548717648699091	0.9273888750000001	0.014460677010265528	0.013468749999999979
3000.0	0.9999999999999998	0.99599875	0.9999999999487226	0.994699	0.9640678871520032	0.9307855	0.014744219696741322	0.014335949999999983
3050.0	1.0	0.9959750000000002	0.999999999962202	0.9947039999999999	0.9720134931480954	0.9479409999999998	0.015027762383217118	0.014321324999999982
3100.0	0.9999999999999991	0.9959062499999998	0.9999999999720058	0.9950707500000002	0.9786698595020678	0.958863625	0.015311305069692915	0.014354824999999979
3150.0	1.0	0.9959585000000001	0.9999999999791706	0.9950680000000001	0.9840748699650581	0.9662638749999999	0.015594847756168704	0.014576874999999984
3200.0	1.0	0.99595275	0.9999999999844322	0.9951845	0.9883332553242249	0.9718437499999999	0.015878390442644504	0.01529049999999998
3250.0	0.9999999999999991	0.9959342500000001	0.9999999999883137	0.9945225000000001	0.9915954282648326	0.9780674999999999	0.0161619331291203	0.01578627499999998
3300.0	1.0	0.9959127499999999	0.9999999999911906	0.9949147499999998	0.9940323781693452	0.9746260000000001	0.01644547581559609	0.015564099999999984
3350.0	1.0	0.9959960000000001	0.9999999999933318	0.9947840000000001	0.99581356553298	0.9854594999999999	0.016729018502071886	0.01570422499999998
3400.0	1.0	0.99600825	0.9999999999949324	0.9950325000000001	0.9970917224935991	0.984464625	0.01701256118854768	0.01631424999999998
3450.0	0.9999999999999997	0.99596175	0.999999999996134	0.995096	0.997995157550901	0.9847428749999999	0.017296103875023477	0.016725674999999985
3500.0	1.0	0.9958734999999999	0.9999999999970398	0.99483725	0.9986260388246541	0.98654375	0.01757964656149927	0.016550024999999982
3550.0	0.9999999999999997	0.9959652499999999	0.9999999999977245	0.9951319999999999	0.9990624315883734	0.9884956250000002	0.017863189247975062	0.016776924999999984
3600.0	0.9999999999999994	0.9959199999999999	0.9999999999982452	0.9949465000000002	0.9993621145795396	0.9869576250000002	0.01814673193445086	0.017039399999999982
3650.0	0.9999999999999989	0.9959904999999999	0.9999999999986415	0.99506125	0.9995668151323832	0.9889592500000001	0.018430274620926657	0.017501974999999982
3700.0	0.999999999999999	0.9959755000000001	0.9999999999989451	0.9951542499999999	0.9997061065955676	0.989107	0.01871381730740245	0.01787254999999998
3750.0	1.0	0.9959635	0.9999999999991779	0.9950825	0.9998006502830774	0.9895613750000001	0.01899735999387824	0.018321924999999982
3800.0	1.0	0.995941	0.9999999999993564	0.99497775	0.9998647261134785	0.98958525	0.019280902680354036	0.01834309999999998
3850.0	1.0	0.9959390000000001	0.9999999999994961	0.9951680000000002	0.9999081247019932	0.9902631249999999	0.019564445366829834	0.01847342499999998
3900.0	0.9999999999999997	0.99599075	0.9999999999996038	0.9953792499999998	0.9999375196655073	0.990220875	0.019847988053305628	0.019291099999999985
3950.0	0.9999999999999999	0.9960337500000002	0.9999999999996878	0.9952919999999998	0.9999574413401924	0.9900088749999998	0.020131530739781422	0.018860299999999986
4000.0	1.0	0.9959495	0.9999999999997526	0.9953329999999999	0.9999709567144368	0.989584125	0.020415073426257216	0.01902162499999998
4050.0	1.0	0.9959484999999999	0.9999999999998047	0.9951190000000001	0.9999801386905153	0.990323875	0.020698616112733013	0.019598499999999984
4100.0	1.0	0.9959624999999999	0.9999999999998435	0.9950317500000001	0.9999863872009579	0.9904702499999999	0.0209821587992088	0.019561274999999986
4150.0	1.0	0.99594825	0.9999999999998759	0.9950165	0.9999906476077332	0.9901626250000002	0.021265701485684598	0.02031447499999998
4200.0	0.9999999999999988	0.99598375	0.9999999999999002	0.99524925	0.9999935586057993	0.98977825	0.021549244172160396	0.020053274999999978
4250.0	0.9999999999999988	0.9959697499999999	0.9999999999999191	0.9951674999999998	0.9999955520994579	0.9906857500000001	0.021832786858636193	0.020592599999999982
4300.0	0.9999999999999982	0.9959735000000001	0.9999999999999358	0.9953225	0.9999969205288066	0.9906098749999999	0.02211632954511199	0.020705299999999986
4350.0	1.0	0.9960085000000001	0.9999999999999486	0.9953569999999999	0.9999978622145895	0.990686625	0.022399872231587778	0.021338299999999984
4400.0	0.9999999999999991	0.9959495	0.9999999999999585	0.99500625	0.9999985118927207	0.9904805	0.022683414918063576	0.021513074999999986
4450.0	1.0	0.9959235	0.9999999999999666	0.99517825	0.999998961283417	0.9906519999999999	0.02296695760453937	0.021255024999999983
4500.0	1.0	0.99597625	0.999999999999973	0.99551575	0.9999992729586306	0.9908452499999999	0.023250500291015157	0.022039074999999984
4550.0	0.999999999999999	0.995974	0.9999999999999771	0.9954032500000001	0.9999994897022817	0.9907142499999999	0.023534042977490958	0.02206532499999998
4600.0	1.0	0.9960357500000002	0.999999999999982	0.9951527500000001	0.9999996408374958	0.9907013750000001	0.023817585663966752	0.022154524999999987
4650.0	0.9999999999999991	0.9959645	0.9999999999999836	0.99532625	0.9999997465108997	0.9904578749999999	0.02410112835044255	0.022556349999999982
4700.0	1.0	0.9959614999999999	0.9999999999999872	0.9953662499999998	0.9999998205990963	0.99052975	0.024384671036918344	0.02267359999999998
4750.0	1.0	0.99592675	0.99999999999999	0.9952482499999998	0.9999998726844486	0.9904206250000002	0.02466821372339413	0.023169449999999984
4800.0	1.0	0.9959680000000001	0.9999999999999922	0.9953415	0.9999999094011168	0.9906862500000001	0.02495175640986993	0.023179824999999984
4850.0	1.0	0.9959490000000001	0.9999999999999937	0.9954890000000001	0.9999999353541418	0.9907523749999999	0.025235299096345726	0.023582374999999982
4900.0	0.9999999999999998	0.9959645	0.9999999999999948	0.9952565000000002	0.9999999537484828	0.9907256249999999	0.025518841782821523	0.023604449999999978
4950.0	0.9999999999999996	0.9958982500000001	0.999999999999995	0.99526725	0.9999999668205779	0.9908112499999999	0.025802384469297317	0.024229074999999992
5000.0	0.9999999999999996	0.99601425	0.9999999999999962	0.995509	0.9999999761351515	0.990969625	0.02608592715577311	0.024454174999999988
1800.0	0.9999999999998146	0.9954799999999999	0.9999994486990929	0.9897624999999999	0.643613540189249	0.63761	0.007939195221322672	0.007498500000000009
1850.0	0.9999999999998902	0.9958425	0.999999661613474	0.9937575000000001	0.6576711541142339	0.6273537499999999	0.008222737907798294	0.00802325000000001
1900.0	0.9999999999999335	0.9959975	0.9999997898824627	0.9943299999999999	0.6717287528600445	0.6575837499999999	0.008506280594273991	0.008358750000000009
1950.0	0.9999999999999591	0.995985	0.9999998680745283	0.990165	0.6857863197199493	0.6625924999999999	0.008789823280749728	0.00875550000000001
2000.0	0.9999999999999748	0.9960899999999999	0.9999999162830253	0.9916400000000001	0.6998438208775521	0.6683224999999999	0.009073365967225485	0.00896750000000001
2050.0	0.9999999999999843	0.995895	0.9999999463304877	0.9933825000000001	0.7139011891836273	0.7198112499999999	0.009356908653701259	0.009401250000000009
2100.0	0.99999999999999	0.9956375	0.9999999652551033	0.9900774999999999	0.7279582938013615	0.70184	0.009640451340177042	0.008843250000000007
Gateway 0 Arrival Rate	Analytical Avg Gateway App Processing Efficiency of 0	Simulation Avg Gateway App Processing Efficiency of 0	Analytical Avg Gateway App Processing Efficiency of 1	Simulation Avg Gateway App Processing Efficiency of 1	Analytical Avg Gateway App Processing Efficiency of 2	Simulation Avg Gateway App Processing Efficiency of 2	Analytical Avg Gateway App Processing Efficiency of Cloud	Simulation Avg Gateway App Processing Efficiency of Cloud
0.0	0.0	8.133333333333333E-4	0.0	0.49582333333333334	0.0	0.24737750000000003	0.0	4.3333333333333354E-5
50.0	0.125	0.12344833333333333	0.4999996821083591	0.479795	0.25	0.25279166666666664	3.8256412029973866E-22	4.6500000000000026E-5
100.0	0.24999999999972716	0.2548066666666666	0.4999996821084782	0.491505	0.2500000000000307	0.24645166666666665	6.189133705830998E-16	4.3333333333333354E-5
150.0	0.3749999989689875	0.36050999999999994	0.49999968255863675	0.4716133333333333	0.2500000001159487	0.24566999999999997	2.3386884707522486E-12	2.9500000000000022E-5
200.0	0.4999996821083591	0.4849316666666667	0.4999998209422584	0.459895	0.2500000357504164	0.239165	7.210867989794272E-10	1.8333333333333346E-5
250.0	0.6249761375024383	0.65659	0.5000101036581919	0.48843166666666665	0.25000268360068195	0.24651583333333335	5.412829331744303E-8	3.9666666666666684E-5
300.0	0.7493186024221135	0.7588833333333334	0.5002972711734056	0.4963566666666667	0.25007663066282043	0.24505583333333333	1.5456423983364374E-6	3.733333333333335E-5
350.0	0.8663680664286344	0.8527049999999999	0.5037695324194287	0.46941499999999997	0.2509707560056895	0.26661916666666663	1.95801730744447E-5	3.550000000000002E-5
400.0	0.9512195121951219	0.9233766666666666	0.5213036142522753	0.5024566666666667	0.25548590314157815	0.25566333333333335	1.106508044783589E-4	1.1400000000000002E-4
450.0	0.9877033781089756	0.9836733333333333	0.5599598688441428	0.5986033333333334	0.2654405173718808	0.28296166666666667	3.114356241202597E-4	5.32333333333333E-4
500.0	0.9973787275219502	0.9873666666666666	0.610314334189376	0.5804866666666667	0.2784100445624945	0.27387083333333334	5.730313140748798E-4	5.614999999999996E-4
550.0	0.9994441578468733	0.9946516666666666	0.6639453457821584	0.65064	0.2922353909732703	0.29376833333333335	8.518888992462159E-4	9.414999999999996E-4
600.0	0.9998746649818808	0.9914316666666666	0.7181079578384892	0.685795	0.3062446025044539	0.3020483333333334	0.0011344550485251545	0.0010206666666666663
650.0	0.9999693747291771	0.9943833333333334	0.7718215060226623	0.7345433333333333	0.32029157815049325	0.29563916666666673	0.0014177829009514784	0.0012696666666666663
700.0	0.999991879745493	0.9952783333333333	0.823938712943586	0.7984283333333333	0.3343466740138233	0.3357683333333333	0.0017012745383649906	0.0018170000000000018
750.0	0.9999976741037018	0.9945066666666668	0.8724073294267556	0.823295	0.34840364917471534	0.33929500000000007	0.0019848040812576414	0.0019230000000000026
800.0	0.9999992847437511	0.9937516666666667	0.9143052426983047	0.8801783333333333	0.36246109484079553	0.362045	0.002268343114251784	0.002165333333333335
850.0	0.9999997653421878	0.9946766666666665	0.9469706204015915	0.8768750000000001	0.37651866759250185	0.3482016666666666	0.0025518847105662035	0.0023301666666666696
900.0	0.9999999183548246	0.9955866666666666	0.9695830769760909	0.9452183333333334	0.3905762771848395	0.3836291666666667	0.0028354270499570855	0.0026876666666666694
950.0	0.9999999700352546	0.995335	0.9835646988430251	0.9566516666666667	0.40463389817309986	0.4004716666666667	0.0031189696192040167	0.002821333333333336
1000.0	0.9999999884551278	0.9957516666666667	0.9914638185088248	0.97087	0.41869152290187583	0.4037375	0.003402512263897249	0.0031661666666666674
1050.0	0.9999999953503963	0.9958300000000001	0.9956592479817137	0.9867533333333333	0.4327491489267193	0.4219066666666667	0.00368605493473222	0.0037048333333333295
1100.0	0.9999999980499186	0.9957933333333333	0.9978083443008102	0.9829650000000001	0.4468067754234166	0.4410308333333333	0.003969597615084576	0.0038451666666666634
1150.0	0.9999999991511165	0.995425	0.9988907130470214	0.9843933333333332	0.46086440209985025	0.44815916666666666	0.004253140299062478	0.004660666666666663
1200.0	0.999999999617604	0.9955916666666665	0.9994337297244856	0.9830399999999999	0.47492202884762363	0.4661516666666667	0.004536682984480119	0.004725999999999997
1250.0	0.9999999998222122	0.9955966666666667	0.9997073807649421	0.983895	0.48897965562472656	0.4847983333333334	0.004820225670491793	0.0049174999999999965
1300.0	0.9999999999148879	0.9952166666666667	0.999846615629526	0.9866516666666666	0.503037282414064	0.49999333333333335	0.005103768356757368	0.0048096666666666635
1350.0	0.9999999999581339	0.9955833333333333	0.9999183573082612	0.9909566666666666	0.517094909207965	0.49691833333333335	0.0053873110431350655	0.00500933333333333
1400.0	0.9999999999788796	0.9952616666666666	0.9999558538737142	0.9910083333333333	0.5311525360016794	0.5179808333333332	0.005670853729563802	0.0049933333333333305
1450.0	0.9999999999890923	0.995855	0.9999757498344473	0.9879783333333334	0.5452101627893763	0.5318025000000001	0.00595439641601643	0.005677333333333329
1500.0	0.999999999994241	0.9956733333333333	0.999986470419817	0.9916283333333333	0.5592677895590747	0.556175	0.006237939102480545	0.0058805
1550.0	0.999999999996896	0.9957083333333333	0.9999923363206508	0.9882883333333333	0.5733254162824382	0.5446191666666667	0.006521481788950319	0.006213166666666668
1600.0	0.9999999999982947	0.9958483333333333	0.9999955947366413	0.9922283333333333	0.5873830428918483	0.5784833333333333	0.006805024475422941	0.006869166666666672
1650.0	0.9999999999990457	0.9959766666666666	0.9999974315811908	0.9890233333333334	0.6014406692287892	0.6102991666666666	0.007088567161897032	0.006473833333333338
1700.0	0.9999999999994567	0.9956033333333334	0.999998481943027	0.990555	0.6154982949297693	0.5793008333333333	0.007372109848371894	0.0069650000000000085
1750.0	0.9999999999996856	0.995645	0.9999990909125152	0.9897116666666667	0.6295559191795955	0.6171216666666667	0.00765565253484717	0.006955500000000008
1800.0	0.9999999999998146	0.9959583333333333	0.9999994486990929	0.9891266666666666	0.643613540189249	0.6240091666666667	0.007939195221322672	0.007971833333333341
1850.0	0.9999999999998902	0.9957483333333332	0.999999661613474	0.9909766666666666	0.6576711541142339	0.6584591666666667	0.008222737907798294	0.007772666666666675
1900.0	0.9999999999999335	0.9957083333333333	0.9999997898824627	0.9910200000000001	0.6717287528600445	0.6582316666666667	0.008506280594273991	0.008162666666666674
1950.0	0.9999999999999591	0.9958683333333335	0.9999998680745283	0.9906966666666666	0.6857863197199493	0.6841658333333333	0.008789823280749728	0.00860400000000001
2000.0	0.9999999999999748	0.99587	0.9999999162830253	0.9933083333333332	0.6998438208775521	0.67701	0.009073365967225485	0.00845500000000001
2050.0	0.9999999999999843	0.9958533333333334	0.9999999463304877	0.9912933333333332	0.7139011891836273	0.6711816666666667	0.009356908653701259	0.00850250000000001
2100.0	0.99999999999999	0.99582	0.9999999652551033	0.9927433333333333	0.7279582938013615	0.6990875000000001	0.009640451340177042	0.00905050000000001
2150.0	0.9999999999999934	0.9957666666666668	0.9999999772944147	0.99323	0.7420148845579905	0.6991683333333333	0.00992399402665283	0.009955166666666676
2200.0	0.9999999999999954	0.9958533333333334	0.9999999850276332	0.9918966666666668	0.7560704920380947	0.7581825000000001	0.010207536713128618	0.009511500000000008
2250.0	0.9999999999999977	0.9958716666666666	0.99999999004112	0.9934583333333332	0.7701242520758269	0.7485391666666666	0.010491079399604407	0.010526500000000008
2300.0	0.999999999999998	0.9959833333333333	0.9999999933204549	0.99198	0.7841746044428582	0.7604058333333334	0.010774622086080201	0.010319500000000007
2350.0	0.9999999999999989	0.9958383333333334	0.9999999954839227	0.99452	0.7982187882271997	0.7849300000000001	0.011058164772555995	0.010057666666666675
2400.0	0.9999999999999991	0.995975	0.9999999969230332	0.992195	0.8122520195734616	0.7837816666666666	0.01134170745903179	0.011005666666666672
2450.0	0.9999999999999998	0.9957766666666666	0.9999999978879376	0.992665	0.8262661929422266	0.8073558333333333	0.011625250145507582	0.010694166666666676
2500.0	0.9999999999999996	0.9958216666666666	0.999999998539857	0.9936983333333332	0.8402479034141483	0.8256058333333334	0.011908792831983376	0.011097333333333341
2550.0	0.9999999999999979	0.9958366666666666	0.9999999989835726	0.9933316666666666	0.8541755662071818	0.8242258333333333	0.012192335518459175	0.011697666666666676
2600.0	0.9999999999999993	0.99588	0.9999999992877323	0.9931450000000001	0.8680154523795766	0.8416291666666668	0.012475878204934968	0.011598333333333342
2650.0	1.0	0.9958533333333334	0.9999999994976628	0.9936766666666667	0.8817166341503604	0.8402375000000001	0.012759420891410762	0.011755166666666676
2700.0	0.9999999999999992	0.9957900000000001	0.9999999996435186	0.9930283333333333	0.8952052240371376	0.8581883333333332	0.01304296357788656	0.012068333333333342
2750.0	1.0	0.9960583333333334	0.9999999997455072	0.9932250000000001	0.9083789590678614	0.8763125	0.013326506264362352	0.013597166666666674
2800.0	0.999999999999998	0.9958616666666665	0.9999999998172637	0.993845	0.9211040645034463	0.8901500000000001	0.013610048950838149	0.012938833333333344
2850.0	0.9999999999999983	0.99598	0.9999999998680523	0.9945983333333334	0.9332171141104165	0.8930308333333334	0.013893591637313941	0.012368833333333341
2900.0	0.9999999999999996	0.9958883333333333	0.9999999999042082	0.995035	0.9445346399507711	0.9267425	0.014177134323789732	0.01343533333333334
2950.0	0.9999999999999998	0.9959333333333333	0.9999999999300916	0.99247	0.9548717648699091	0.9025508333333333	0.014460677010265528	0.014235833333333342
3000.0	0.9999999999999998	0.9957766666666666	0.9999999999487226	0.9932733333333333	0.9640678871520032	0.9327958333333332	0.014744219696741322	0.013502333333333338
3050.0	1.0	0.9958049999999999	0.999999999962202	0.9941016666666668	0.9720134931480954	0.9294474999999999	0.015027762383217118	0.015048000000000008
3100.0	0.9999999999999991	0.9958883333333333	0.9999999999720058	0.99491	0.9786698595020678	0.9447958333333334	0.015311305069692915	0.014028166666666675
3150.0	1.0	0.9956416666666668	0.9999999999791706	0.9939333333333332	0.9840748699650581	0.9468241666666667	0.015594847756168704	0.01323883333333334
3200.0	1.0	0.9959366666666667	0.9999999999844322	0.9946433333333333	0.9883332553242249	0.9667675	0.015878390442644504	0.01493383333333334
3250.0	0.9999999999999991	0.99574	0.9999999999883137	0.99437	0.9915954282648326	0.9685466666666667	0.0161619331291203	0.01602983333333334
3300.0	1.0	0.99595	0.9999999999911906	0.99365	0.9940323781693452	0.9740283333333334	0.01644547581559609	0.01601483333333334
3350.0	1.0	0.9958049999999999	0.9999999999933318	0.9935933333333334	0.99581356553298	0.9724816666666666	0.016729018502071886	0.016027166666666672
3400.0	1.0	0.9958450000000001	0.9999999999949324	0.99375	0.9970917224935991	0.9766366666666667	0.01701256118854768	0.01621233333333334
3450.0	0.9999999999999997	0.9958766666666667	0.999999999996134	0.99362	0.997995157550901	0.9796041666666667	0.017296103875023477	0.016916500000000004
3500.0	1.0	0.9958633333333333	0.9999999999970398	0.9951383333333332	0.9986260388246541	0.9875516666666666	0.01757964656149927	0.017325166666666673
3550.0	0.9999999999999997	0.9959316666666668	0.9999999999977245	0.9932400000000001	0.9990624315883734	0.9856741666666666	0.017863189247975062	0.01673100000000001
3600.0	0.9999999999999994	0.9958049999999999	0.9999999999982452	0.9945333333333334	0.9993621145795396	0.9867616666666668	0.01814673193445086	0.015750166666666673
3650.0	0.9999999999999989	0.9959066666666666	0.9999999999986415	0.9941283333333333	0.9995668151323832	0.9876916666666666	0.018430274620926657	0.01784633333333334
3700.0	0.999999999999999	0.9958183333333332	0.9999999999989451	0.9946283333333333	0.9997061065955676	0.9871808333333334	0.01871381730740245	0.018017166666666674
3750.0	1.0	0.995945	0.9999999999991779	0.9941766666666666	0.9998006502830774	0.9877458333333333	0.01899735999387824	0.017768000000000006
