Gateway 0 Arrival Rate	Pure Cloud App Processing Efficiency of 0	Next Hop App Processing Efficiency of 0	Probabilistic DF App Processing Efficiency of 0	Pure Cloud App Processing Efficiency of 1	Next Hop App Processing Efficiency of 1	Probabilistic DF App Processing Efficiency of 1	Pure Cloud App Processing Efficiency of 2	Next Hop App Processing Efficiency of 2	Probabilistic DF App Processing Efficiency of 2	Pure Cloud App Processing Efficiency of Cloud	Next Hop App Processing Efficiency of Cloud	Probabilistic DF App Processing Efficiency of Cloud
1750.0	5.0E-6	0.9958535	0.995884	5.0E-6	0.5096864999999999	0.9923805	5.0E-6	0.250813	0.612698	0.1141667499999999	0.06515480000000003	0.007229900000000004
1800.0	5.0E-6	0.9958444999999999	0.9960355	5.0E-6	0.499967	0.9939199999999999	5.0E-6	0.24721425	0.6402365000000001	0.11632019999999992	0.06764020000000001	0.007901900000000003
1850.0	5.0E-6	0.9958805	0.9958294999999999	5.0E-6	0.5001205	0.993914	5.0E-6	0.2462275	0.635013	0.11939669999999991	0.07010305000000003	0.008017700000000004
1900.0	5.0E-6	0.9960074999999999	0.9959775000000001	5.0E-6	0.4995465	0.9942235	5.0E-6	0.24473874999999995	0.65937325	0.12339649999999994	0.07187380000000002	0.008180600000000005
1950.0	5.0E-6	0.9959534999999999	0.9958029999999999	5.0E-6	0.5185025	0.993362	5.0E-6	0.24545175000000002	0.6774132500000001	0.12357709999999993	0.07393230000000002	0.008568350000000004
2000.0	5.0E-6	0.9959165000000001	0.9958495	5.0E-6	0.5139795	0.9934614999999999	5.0E-6	0.25582099999999997	0.68348975	0.12742314999999993	0.07619420000000002	0.0087861000000000032050.0	5.0E-6	0.9958735000000001	0.995881	5.0E-6	0.49635100000000004	0.99406225	5.0E-6	0.24923737499999996	0.7016425	0.1292122999999999	0.07953375000000003	0.009158975000000003
2100.0	5.0E-6	0.99590625	0.9958842499999999	5.0E-6	0.5068377500000001	0.99426325	5.0E-6	0.24829137499999998	0.715221125	0.13108409999999993	0.08090995000000002	0.009535500000000004
2150.0	5.0E-6	0.9958985	0.9959555000000002	5.0E-6	0.5066515	0.9940072499999999	5.0E-6	0.24686575	0.7198407500000001	0.13429847499999992	0.08425247500000002	0.009424200000000004
2200.0	5.0E-6	0.99591375	0.9959635	5.0E-6	0.49472749999999993	0.9939614999999999	5.0E-6	0.24802524999999997	0.73313225	0.1361069499999999	0.08712067500000004	0.010073250000000004
2250.0	5.0E-6	0.9959469999999999	0.9959010000000001	5.0E-6	0.49486549999999996	0.9943267500000001	5.0E-6	0.24785399999999996	0.7551863750000001	0.13824272499999993	0.08872325000000002	0.010164425000000006
2300.0	5.0E-6	0.9959494999999998	0.9958522500000001	5.0E-6	0.5059972500000001	0.9943955000000001	5.0E-6	0.2498115	0.769598875	0.14045367499999992	0.09082027500000002	0.010390075000000004
2350.0	5.0E-6	0.9958952499999999	0.9959325	5.0E-6	0.4950402499999999	0.9948152499999999	5.0E-6	0.25201875	0.778978125	0.14313729999999997	0.09377897500000001	0.010580825000000006
2400.0	5.0E-6	0.99593875	0.9959582499999999	5.0E-6	0.505587	0.9941922500000002	5.0E-6	0.25157599999999997	0.784062875	0.14541529999999991	0.09519095000000001	0.010623950000000004
2450.0	5.0E-6	0.9959492500000001	0.9960180000000001	5.0E-6	0.50533275	0.99488725	5.0E-6	0.24881675000000003	0.807322375	0.1479767499999999	0.09841515	0.010936250000000003
2500.0	5.0E-6	0.9959365	0.9959282500000001	5.0E-6	0.49744625	0.9943062499999998	5.0E-6	0.2517185	0.8139130000000001	0.15084364999999994	0.10026852499999994	0.011647550000000003
2550.0	5.0E-6	0.9959580000000001	0.995897	5.0E-6	0.498043	0.99479925	5.0E-6	0.252053375	0.8246458749999999	0.1522505749999999	0.10248544999999991	0.011518025000000005
2600.0	5.0E-6	0.9959450000000001	0.9959622499999998	5.0E-6	0.4900880000000001	0.9951952499999999	5.0E-6	0.246023625	0.8426387500000001	0.15524057499999994	0.10553312499999992	0.011792675000000002
2650.0	5.0E-6	0.9959490000000001	0.99598075	5.0E-6	0.4963915	0.99425575	5.0E-6	0.24948537500000004	0.862640625	0.1569317249999999	0.1076173749999999	0.012349649999999993
2700.0	5.0E-6	0.9959299999999999	0.9959475000000001	5.0E-6	0.48846449999999997	0.9945899999999999	5.0E-6	0.250078625	0.8751032499999999	0.15961399999999992	0.1099366499999999	0.012398299999999998
2750.0	5.0E-6	0.9959074999999998	0.9959697500000001	5.0E-6	0.49920400000000004	0.99461975	5.0E-6	0.24691337499999996	0.884235125	0.16164459999999992	0.11201374999999991	0.012866124999999983
2800.0	5.0E-6	0.9959469999999999	0.9959032500000001	5.0E-6	0.49476225000000007	0.994868	5.0E-6	0.244923875	0.896781375	0.1649800999999999	0.1152268249999999	0.012887174999999992
2850.0	5.0E-6	0.9959494999999998	0.9959957500000002	5.0E-6	0.503187	0.994728	5.0E-6	0.247668125	0.9094085	0.16643312499999993	0.11652914999999993	0.013275324999999982
2900.0	5.0E-6	0.995927	0.9958992500000001	5.0E-6	0.4952415	0.99457875	5.0E-6	0.24880362500000003	0.9236287500000001	0.16959874999999994	0.12034692499999992	0.013302324999999986
2950.0	5.0E-6	0.9958832500000001	0.99597625	5.0E-6	0.4985437500000002	0.9943362499999999	5.0E-6	0.24673450000000002	0.9273888750000001	0.1706499499999999	0.12189472499999994	0.013468749999999979
3000.0	5.0E-6	0.9959352499999999	0.99599875	5.0E-6	0.5109502499999999	0.994699	5.0E-6	0.25011475	0.9307855	0.1737575499999999	0.12341784999999994	0.014335949999999983
3050.0	5.0E-6	0.9959037499999999	0.9959750000000002	5.0E-6	0.48725749999999995	0.9947039999999999	5.0E-6	0.244478375	0.9479409999999998	0.17607502499999997	0.12578292499999993	0.014321324999999982
3100.0	5.0E-6	0.9959835	0.9959062499999998	5.0E-6	0.50030575	0.9950707500000002	5.0E-6	0.24763649999999998	0.958863625	0.17725447499999997	0.12855859999999994	0.014354824999999979
3150.0	5.0E-6	0.99595525	0.9959585000000001	5.0E-6	0.50583375	0.9950680000000001	5.0E-6	0.24664562500000003	0.9662638749999999	0.18016637499999993	0.1317056749999999	0.014576874999999984
3200.0	5.0E-6	0.99594375	0.99595275	5.0E-6	0.50668	0.9951845	5.0E-6	0.2551875	0.9718437499999999	0.18396397499999995	0.13382137499999996	0.01529049999999998
3250.0	5.0E-6	0.9960267499999998	0.9959342500000001	5.0E-6	0.50710375	0.9945225000000001	5.0E-6	0.24730549999999996	0.9780674999999999	0.18507917499999998	0.13529762499999992	0.01578627499999998
3300.0	5.0E-6	0.99593075	0.9959127499999999	5.0E-6	0.49448225000000007	0.9949147499999998	5.0E-6	0.245094	0.9746260000000001	0.18847699999999992	0.13740727499999994	0.015564099999999984
3350.0	5.0E-6	0.9959674999999999	0.9959960000000001	5.0E-6	0.491279	0.9947840000000001	5.0E-6	0.24978849999999997	0.9854594999999999	0.18989942499999993	0.14125184999999993	0.01570422499999998
3400.0	5.0E-6	0.99596275	0.99600825	5.0E-6	0.48072749999999986	0.9950325000000001	5.0E-6	0.24755787499999996	0.984464625	0.19245367499999994	0.14357637499999992	0.01631424999999998
3450.0	5.0E-6	0.9959290000000001	0.99596175	5.0E-6	0.50683075	0.995096	5.0E-6	0.252583	0.9847428749999999	0.19490579999999996	0.14422557499999994	0.016725674999999985
3500.0	5.0E-6	0.9959210000000001	0.9958734999999999	5.0E-6	0.5034544999999999	0.99483725	5.0E-6	0.248085625	0.98654375	0.19733262499999998	0.14843894999999996	0.016550024999999982
3550.0	5.0E-6	0.9959669999999999	0.9959652499999999	5.0E-6	0.4900347500000001	0.9951319999999999	5.0E-6	0.24559325000000004	0.9884956250000002	0.19853132499999998	0.14965447499999993	0.016776924999999984
3600.0	5.0E-6	0.9959777500000001	0.9959199999999999	5.0E-6	0.50105825	0.9949465000000002	5.0E-6	0.24703662499999995	0.9869576250000002	0.2009796749999999	0.15210114999999994	0.017039399999999982
3650.0	5.0E-6	0.9959095	0.9959904999999999	5.0E-6	0.50735025	0.99506125	5.0E-6	0.246100875	0.9889592500000001	0.20525179999999996	0.15302559999999993	0.017501974999999982
3700.0	5.0E-6	0.9959659999999999	0.9959755000000001	5.0E-6	0.498765	0.9951542499999999	5.0E-6	0.25130287500000004	0.989107	0.20739317499999999	0.15689337499999995	0.01787254999999998
3750.0	5.0E-6	0.9960452499999999	0.9959635	5.0E-6	0.48842725	0.9950825	5.0E-6	0.24984300000000004	0.9895613750000001	0.20759797499999996	0.15833137499999994	0.018321924999999982
3800.0	5.0E-6	0.9959764999999999	0.995941	5.0E-6	0.48348975000000005	0.99497775	5.0E-6	0.24988224999999997	0.98958525	0.2095453749999999	0.16165569999999993	0.01834309999999998
3850.0	5.0E-6	0.9959764999999999	0.9959390000000001	5.0E-6	0.51525825	0.9951680000000002	5.0E-6	0.249063875	0.9902631249999999	0.212848925	0.16460392499999993	0.01847342499999998
3900.0	5.0E-6	0.9959787500000001	0.99599075	5.0E-6	0.494156	0.9953792499999998	5.0E-6	0.245249125	0.990220875	0.21545559999999994	0.16534092499999992	0.019291099999999985
3950.0	5.0E-6	0.99594775	0.9960337500000002	5.0E-6	0.5166955	0.9952919999999998	5.0E-6	0.247722125	0.9900088749999998	0.21737914999999997	0.16774574999999992	0.018860299999999986
4000.0	5.0E-6	0.995941	0.9959495	5.0E-6	0.5139002500000001	0.9953329999999999	5.0E-6	0.24630425000000003	0.989584125	0.21900999999999993	0.17052922499999992	0.01902162499999998
4050.0	5.0E-6	0.9959465000000002	0.9959484999999999	5.0E-6	0.5115277500000001	0.9951190000000001	5.0E-6	0.248929	0.990323875	0.22351557499999997	0.17134922499999994	0.019598499999999984
4100.0	5.0E-6	0.99599675	0.9959624999999999	5.0E-6	0.50149725	0.9950317500000001	5.0E-6	0.25051249999999997	0.9904702499999999	0.22416099999999997	0.1738553499999999	0.019561274999999986
4150.0	5.0E-6	0.99599575	0.99594825	5.0E-6	0.5175820000000001	0.9950165	5.0E-6	0.24653275	0.9901626250000002	0.22786725	0.17735724999999994	0.02031447499999998
4200.0	5.0E-6	0.9959967500000001	0.99598375	5.0E-6	0.50895325	0.99524925	5.0E-6	0.247297125	0.98977825	0.22969762499999993	0.17979979999999993	0.020053274999999978
4250.0	5.0E-6	0.9959277500000001	0.9959697499999999	5.0E-6	0.49223875	0.9951674999999998	5.0E-6	0.250699375	0.9906857500000001	0.23021842499999995	0.18152202499999998	0.020592599999999982
4300.0	5.0E-6	0.9959332499999999	0.9959735000000001	5.0E-6	0.49010375	0.9953225	5.0E-6	0.25207487500000003	0.9906098749999999	0.23260507499999994	0.18417182499999993	0.020705299999999986
4350.0	5.0E-6	0.9959324999999998	0.9960085000000001	5.0E-6	0.5035814999999999	0.9953569999999999	5.0E-6	0.24691412500000004	0.990686625	0.23474212499999997	0.1856760749999999	0.021338299999999984
4400.0	5.0E-6	0.9959997500000002	0.9959495	5.0E-6	0.497917	0.99500625	5.0E-6	0.24924987499999998	0.9904805	0.23831940000000001	0.18801809999999994	0.021513074999999986
4450.0	5.0E-6	0.9960162499999999	0.9959235	5.0E-6	0.5013685	0.99517825	5.0E-6	0.24753462500000004	0.9906519999999999	0.23958807499999996	0.19052919999999993	0.021255024999999983
4500.0	5.0E-6	0.995936	0.99597625	5.0E-6	0.5010070000000001	0.99551575	5.0E-6	0.25019975000000005	0.9908452499999999	0.24222834999999993	0.19339094999999995	0.022039074999999984
4550.0	5.0E-6	0.9959502499999999	0.995974	5.0E-6	0.493872	0.9954032500000001	5.0E-6	0.24849949999999996	0.9907142499999999	0.24560707499999995	0.19455489999999992	0.02206532499999998
4600.0	5.0E-6	0.9959472500000001	0.9960357500000002	5.0E-6	0.4931405	0.9951527500000001	5.0E-6	0.25315112500000003	0.9907013750000001	0.24639937499999998	0.19737297499999995	0.022154524999999987
4650.0	5.0E-6	0.9959725	0.9959645	5.0E-6	0.49492200000000003	0.99532625	5.0E-6	0.24478300000000003	0.9904578749999999	0.24885477499999994	0.19942702499999995	0.022556349999999982
4700.0	5.0E-6	0.99600075	0.9959614999999999	5.0E-6	0.5004095	0.9953662499999998	5.0E-6	0.24360062500000007	0.99052975	0.250958175	0.20199479999999995	0.02267359999999998
4750.0	5.0E-6	0.9959557499999999	0.99592675	5.0E-6	0.50981875	0.9952482499999998	5.0E-6	0.24748925000000002	0.9904206250000002	0.253345325	0.20384659999999996	0.023169449999999984
4800.0	5.0E-6	0.9960005000000001	0.9959680000000001	5.0E-6	0.5172755	0.9953415	5.0E-6	0.241708875	0.9906862500000001	0.256129725	0.20629662499999993	0.023179824999999984
4850.0	5.0E-6	0.9960105	0.9959490000000001	5.0E-6	0.48555000000000004	0.9954890000000001	5.0E-6	0.248929125	0.9907523749999999	0.25805779999999995	0.20952952499999994	0.023582374999999982
4900.0	5.0E-6	0.9959602500000001	0.9959645	5.0E-6	0.49837925	0.9952565000000002	5.0E-6	0.24120425	0.9907256249999999	0.25993602499999996	0.21107415000000002	0.023604449999999978
4950.0	5.0E-6	0.9959449999999999	0.9958982500000001	5.0E-6	0.49291625000000006	0.99526725	5.0E-6	0.24936949999999997	0.9908112499999999	0.2635796	0.21362864999999992	0.024229074999999992
5000.0	5.0E-6	0.9959580000000001	0.99601425	5.0E-6	0.5004410000000001	0.995509	5.0E-6	0.245711375	0.990969625	0.26555815000000005	0.21447912499999994	0.024454174999999988
1800.0	1.0E-5	0.99612	0.9954799999999999	1.0E-5	0.4898925	0.9897624999999999	1.0E-5	0.25293999999999994	0.63761	0.11880975000000002	0.06991250000000004	0.007498500000000009
1850.0	1.0E-5	0.9958724999999999	0.9958425	1.0E-5	0.51643	0.9937575000000001	1.0E-5	0.24684250000000002	0.6273537499999999	0.12075600000000003	0.07381175000000004	0.00802325000000001
1900.0	1.0E-5	0.9959925000000001	0.9959975	1.0E-5	0.519525	0.9943299999999999	1.0E-5	0.25416	0.6575837499999999	0.12277275000000004	0.07183525000000004	0.008358750000000009
1950.0	1.0E-5	0.9955499999999999	0.995985	1.0E-5	0.47694499999999995	0.990165	1.0E-5	0.23872500000000002	0.6625924999999999	0.12449925000000005	0.07105950000000003	0.00875550000000001
2000.0	1.0E-5	0.9956375000000001	0.9960899999999999	1.0E-5	0.5204125	0.9916400000000001	1.0E-5	0.26058875000000004	0.6683224999999999	0.12562850000000003	0.07632850000000004	0.00896750000000001
2050.0	1.0E-5	0.9958175	0.995895	1.0E-5	0.46062250000000005	0.9933825000000001	1.0E-5	0.240285	0.7198112499999999	0.13158275000000003	0.07899025000000005	0.009401250000000009
2100.0	1.0E-5	0.995805	0.9956375	1.0E-5	0.490065	0.9900774999999999	1.0E-5	0.23934624999999998	0.70184	0.12999200000000005	0.07800000000000004	0.008843250000000007
Gateway 0 Arrival Rate	Pure Cloud App Processing Efficiency of 0	Next Hop App Processing Efficiency of 0	Probabilistic DF App Processing Efficiency of 0	Pure Cloud App Processing Efficiency of 1	Next Hop App Processing Efficiency of 1	Probabilistic DF App Processing Efficiency of 1	Pure Cloud App Processing Efficiency of 2	Next Hop App Processing Efficiency of 2	Probabilistic DF App Processing Efficiency of 2	Pure Cloud App Processing Efficiency of Cloud	Next Hop App Processing Efficiency of Cloud	Probabilistic DF App Processing Efficiency of Cloud
0.0	1.0E-5	6.816666666666667E-4	8.133333333333333E-4	1.0E-5	0.5281433333333333	0.49582333333333334	1.0E-5	0.24923833333333334	0.24737750000000003	0.028500166666666632	1.316666666666667E-5	4.3333333333333354E-5
50.0	1.0E-5	0.10832666666666668	0.12344833333333333	1.0E-5	0.49672999999999995	0.479795	1.0E-5	0.24379583333333335	0.25279166666666664	0.03158533333333329	2.5333333333333354E-5	4.6500000000000026E-5
100.0	1.0E-5	0.26082333333333335	0.2548066666666666	1.0E-5	0.46692	0.491505	1.0E-5	0.25321166666666667	0.24645166666666665	0.03447699999999997	2.500000000000002E-5	4.3333333333333354E-5
150.0	1.0E-5	0.3739350000000001	0.36050999999999994	1.0E-5	0.5192833333333332	0.4716133333333333	1.0E-5	0.2505616666666667	0.24566999999999997	0.03834016666666664	3.483333333333335E-5	2.9500000000000022E-5
200.0	1.0E-5	0.48311666666666664	0.4849316666666667	1.0E-5	0.5321766666666666	0.459895	1.0E-5	0.24073833333333336	0.239165	0.04139166666666663	3.400000000000002E-5	1.8333333333333346E-5
250.0	1.0E-5	0.6106316666666666	0.65659	1.0E-5	0.5333899999999999	0.48843166666666665	1.0E-5	0.24137583333333335	0.24651583333333335	0.041660333333333306	2.9500000000000022E-5	3.9666666666666684E-5
300.0	1.0E-5	0.6979316666666667	0.7588833333333334	1.0E-5	0.4905916666666666	0.4963566666666667	1.0E-5	0.24967999999999999	0.24505583333333333	0.0456068333333333	2.500000000000002E-5	3.733333333333335E-5
350.0	1.0E-5	0.8723983333333334	0.8527049999999999	1.0E-5	0.4890933333333334	0.46941499999999997	1.0E-5	0.26327666666666666	0.26661916666666663	0.0488763333333333	1.4816666666666656E-4	3.550000000000002E-5
400.0	1.0E-5	0.942975	0.9233766666666666	1.0E-5	0.5011416666666667	0.5024566666666667	1.0E-5	0.24205999999999997	0.25566333333333335	0.04917899999999997	0.0011306666666666672	1.1400000000000002E-4
450.0	1.0E-5	0.9653466666666667	0.9836733333333333	1.0E-5	0.5185566666666667	0.5986033333333334	1.0E-5	0.24362583333333332	0.28296166666666667	0.051420500000000036	0.002620166666666667	5.32333333333333E-4
500.0	1.0E-5	0.989005	0.9873666666666666	1.0E-5	0.49740333333333336	0.5804866666666667	1.0E-5	0.23633833333333332	0.27387083333333334	0.05356250000000004	0.003917333333333331	5.614999999999996E-4
550.0	1.0E-5	0.9955766666666666	0.9946516666666666	1.0E-5	0.49999333333333335	0.65064	1.0E-5	0.25818499999999994	0.29376833333333335	0.05610783333333338	0.006779833333333342	9.414999999999996E-4
600.0	1.0E-5	0.9949333333333333	0.9914316666666666	1.0E-5	0.5317166666666667	0.685795	1.0E-5	0.25061333333333335	0.3020483333333334	0.05975233333333338	0.010349666666666674	0.0010206666666666663
650.0	1.0E-5	0.9945849999999999	0.9943833333333334	1.0E-5	0.4757766666666667	0.7345433333333333	1.0E-5	0.23588583333333335	0.29563916666666673	0.06053550000000004	0.012043166666666674	0.0012696666666666663
700.0	1.0E-5	0.9947283333333333	0.9952783333333333	1.0E-5	0.5144483333333333	0.7984283333333333	1.0E-5	0.24428166666666665	0.3357683333333333	0.06269983333333339	0.014093166666666672	0.0018170000000000018
750.0	1.0E-5	0.9956149999999999	0.9945066666666668	1.0E-5	0.472815	0.823295	1.0E-5	0.2359591666666667	0.33929500000000007	0.06644666666666671	0.016126000000000005	0.0019230000000000026
800.0	1.0E-5	0.9937966666666668	0.9937516666666667	1.0E-5	0.5055283333333334	0.8801783333333333	1.0E-5	0.24623416666666667	0.362045	0.06702816666666671	0.018797000000000008	0.002165333333333335
850.0	1.0E-5	0.9957816666666667	0.9946766666666665	1.0E-5	0.49391000000000007	0.8768750000000001	1.0E-5	0.25095	0.3482016666666666	0.07032283333333338	0.020950500000000007	0.0023301666666666696
900.0	1.0E-5	0.995695	0.9955866666666666	1.0E-5	0.5042583333333334	0.9452183333333334	1.0E-5	0.24411666666666665	0.3836291666666667	0.07253083333333338	0.024781333333333325	0.0026876666666666694
950.0	1.0E-5	0.99559	0.995335	1.0E-5	0.5113566666666666	0.9566516666666667	1.0E-5	0.2546891666666667	0.4004716666666667	0.07670600000000004	0.026638666666666633	0.002821333333333336
1000.0	1.0E-5	0.9956383333333334	0.9957516666666667	1.0E-5	0.4736933333333333	0.97087	1.0E-5	0.246495	0.4037375	0.07862800000000003	0.028416666666666635	0.0031661666666666674
1050.0	1.0E-5	0.9957733333333333	0.9958300000000001	1.0E-5	0.48122333333333334	0.9867533333333333	1.0E-5	0.2512175	0.4219066666666667	0.0803496666666667	0.031615833333333294	0.0037048333333333295
1100.0	1.0E-5	0.9957050000000001	0.9957933333333333	1.0E-5	0.49517000000000005	0.9829650000000001	1.0E-5	0.237775	0.4410308333333333	0.08492233333333336	0.034360166666666636	0.0038451666666666634
1150.0	1.0E-5	0.9947816666666668	0.995425	1.0E-5	0.5176633333333334	0.9843933333333332	1.0E-5	0.25818	0.44815916666666666	0.08323200000000003	0.03686599999999997	0.004660666666666663
1200.0	1.0E-5	0.9956699999999999	0.9955916666666665	1.0E-5	0.5051450000000001	0.9830399999999999	1.0E-5	0.2583991666666667	0.4661516666666667	0.0876971666666667	0.038395666666666634	0.004725999999999997
